id,name,city,bed_capacity,icu_seats,ayushman_enabled,facilities,rating,contact,address
1,All India Institute of Medical Sciences (AIIMS),Delhi,2300,150,Yes,"Emergency | ICU | Cardiology | Neurosurgery | Pediatric ICU | Cardiac ICU",4.8,+91-11-26588500,"Ansari Nagar, New Delhi"
476,Rajendra Institute of Medical Sciences,Ranchi,1500,120,Yes,"Emergency | ICU | Cardiology | Neurosurgery | Oncology | Medical College",4.6,+91-651-2541000,"Bariatu, Ranchi, Jharkhand"
477,Medanta Hospital,Ranchi,200,30,Yes,"Emergency | ICU | Cardiology | Neurosciences | Oncology | Orthopedics",4.5,+91-651-6606060,"Kanke Road, Ranchi, Jharkhand"
478,Apollo Hospitals,Coimbatore,300,45,Yes,"Emergency | ICU | Cardiac Sciences | Neurosciences | Oncology | Transplant",4.7,+91-422-2322222,"Avanashi Road, Coimbatore, Tamil Nadu"
479,KMCH Hospital,Coimbatore,450,65,Yes,"Emergency | ICU | Cardiology | Neurosciences | Oncology | Orthopedics",4.7,+91-422-2622222,"Avanashi Road, Coimbatore, Tamil Nadu"
480,PSG Hospitals,Coimbatore,850,100,Yes,"Emergency | ICU | Cardiology | Neurosciences | Oncology | Medical College",4.7,+91-422-2570170,"Peelamedu, Coimbatore, Tamil Nadu"
481,Sri Ramakrishna Hospital,Coimbatore,350,50,Yes,"Emergency | ICU | Cardiology | Neurosciences | Oncology | Orthopedics",4.6,+91-422-4500000,"SITRA, Coimbatore, Tamil Nadu"
482,Apollo Hospitals,Madurai,250,40,Yes,"Emergency | ICU | Cardiac Sciences | Neurosciences | Oncology | Transplant",4.7,+91-452-2585000,"Vilakkuthoon, Madurai, Tamil Nadu"
483,Velammal Medical College Hospital,Madurai,350,50,Yes,"Emergency | ICU | Cardiology | Neurosciences | Oncology | Medical College",4.6,+91-452-2581000,"Anuppanadi, Madurai, Tamil Nadu"
484,Meenakshi Mission Hospital,Madurai,450,60,Yes,"Emergency | ICU | Cardiology | Neurosciences | Oncology | Orthopedics",4.7,+91-452-2588000,"Lake Area, Madurai, Tamil Nadu"
485,Apollo Hospitals,Mysuru,200,30,Yes,"Emergency | ICU | Cardiac Sciences | Neurosciences | Oncology | Transplant",4.7,+91-821-2422222,"Vijayanagar, Mysuru, Karnataka"
486,Narayana Multispeciality Hospital,Mysuru,250,40,Yes,"Emergency | ICU | Cardiology | Neurosciences | Oncology | Orthopedics",4.6,+91-821-2422222,"Hootagalli, Mysuru, Karnataka"
487,Apollo Hospitals,Mangaluru,200,30,Yes,"Emergency | ICU | Cardiac Sciences | Neurosciences | Oncology | Transplant",4.7,+91-824-2422222,"Padil, Mangaluru, Karnataka"
488,K S Hegde Medical Academy,Mangaluru,750,90,Yes,"Emergency | ICU | Cardiology | Neurosciences | Oncology | Medical College",4.7,+91-824-2422222,"Deralakatte, Mangaluru, Karnataka"
489,Apollo Hospitals,Patna,300,45,Yes,"Emergency | ICU | Cardiac Sciences | Neurosciences | Oncology | Transplant",4.7,+91-612-2353535,"Rajbansi Nagar, Patna, Bihar"
490,Paras HMRI Hospital,Patna,350,50,Yes,"Emergency | ICU | Cardiology | Neurosciences | Oncology | Orthopedics",4.6,+91-612-3055555,"Bailey Road, Patna, Bihar"
491,Ruban Memorial Hospital,Patna,200,30,Yes,"Emergency | ICU | Cardiology | Orthopedics | Gynecology | Pediatrics",4.5,+91-612-2283781,"Patliputra Colony, Patna, Bihar"
492,Apollo Hospitals,Raipur,250,40,Yes,"Emergency | ICU | Cardiac Sciences | Neurosciences | Oncology | Transplant",4.7,+91-771-2444444,"Vidhan Sabha Road, Raipur, Chhattisgarh"
493,Shri Balaji Action Medical Institute,Raipur,200,30,Yes,"Emergency | ICU | Cardiology | Neurosciences | Oncology | Orthopedics",4.6,+91-771-4002222,"Pandri, Raipur, Chhattisgarh"
494,Apollo Hospitals,Jammu,200,30,Yes,"Emergency | ICU | Cardiac Sciences | Neurosciences | Oncology | Transplant",4.7,+91-191-2470000,"Gandhi Nagar, Jammu, Jammu & Kashmir"
495,Narayana Superspeciality Hospital,Jammu,150,25,Yes,"Emergency | ICU | Cardiology | Neurosciences | Oncology | Orthopedics",4.5,+91-191-6610101,"Kunjwani, Jammu, Jammu & Kashmir"
496,Apollo Hospitals,Dehradun,200,30,Yes,"Emergency | ICU | Cardiac Sciences | Neurosciences | Oncology | Transplant",4.7,+91-135-3080800,"Prem Nagar, Dehradun, Uttarakhand"
497,Max Super Speciality Hospital,Dehradun,150,25,Yes,"Emergency | ICU | Cardiology | Orthopedics | Nephrology | Neurosciences",4.5,+91-135-3086666,"Patel Nagar, Dehradun, Uttarakhand"
498,Apollo Hospitals,Surat,250,40,Yes,"Emergency | ICU | Cardiac Sciences | Neurosciences | Oncology | Transplant",4.7,+91-261-7190000,"Athwa Lines, Surat, Gujarat"
499,New Civil Hospital,Surat,1200,100,Yes,"Emergency | ICU | General Medicine | Surgery | Pediatrics | Orthopedics",4.2,+91-261-2244001,"Majura Gate, Surat, Gujarat"
500,AIIMS (New Delhi),Delhi,2300,150,Yes,"Emergency | ICU | Cardiology | Neurosurgery | Pediatric ICU | Cardiac ICU | Research Center",4.9,+91-11-26588500,"Ansari Nagar, New Delhi, Delhi"
501,Apollo Hospitals (Mumbai),Mumbai,450,65,Yes,"Emergency | ICU | Cardiac Sciences | Neurosciences | Oncology | Transplant",4.7,+91-22-62305555,"Tardeo, Mumbai, Maharashtra"
502,Krishna Institute of Medical Sciences (KIMS),Hyderabad,1000,120,Yes,"Emergency | ICU | Cardiology | Neurosciences | Oncology | Multi-organ Transplant",4.6,+91-40-44885000,"Minister Road, Secunderabad, Telangana"
503,Sahyadri Super Speciality Hospital,Pune,300,45,Yes,"Emergency | ICU | Cardiology | Neurosciences | Oncology | Orthopedics",4.5,+91-20-67255555,"Deccan Gymkhana, Pune, Maharashtra"
504,Ruby Hall Clinic (Wanowrie),Pune,200,30,Yes,"Emergency | ICU | Cardiology | Orthopedics | Nephrology | Neurosciences",4.4,+91-20-66455555,"Wanowrie, Pune, Maharashtra"
505,Deenanath Mangeshkar Hospital,Pune,450,65,Yes,"Emergency | ICU | Cardiology | Neurosciences | Oncology | Orthopedics",4.6,+91-20-40151515,"Erandwane, Pune, Maharashtra"
506,Jupiter Hospital,Thane,350,50,Yes,"Emergency | ICU | Cardiac Sciences | Neurosciences | Oncology | Orthopedics",4.5,+91-22-67334444,"Eastern Express Highway, Thane, Maharashtra"
507,S.L. Raheja Hospital,Mumbai,150,25,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",4.4,+91-22-66996699,"Mahim, Mumbai, Maharashtra"
508,Hiranandani Hospital,Mumbai,250,40,Yes,"Emergency | ICU | Cardiology | Orthopedics | Nephrology | Neurosciences",4.5,+91-22-25763300,"Powai, Mumbai, Maharashtra"
509,Bhagwan Mahavir Medica Superspecialty Hospital,Ranchi,300,45,Yes,"Emergency | ICU | Cardiology | Neurosciences | Oncology | Orthopedics",4.4,+91-651-3010000,"Circular Road, Ranchi, Jharkhand"
510,Rajendra Institute of Medical Sciences (RIMS),Ranchi,1500,120,Yes,"Emergency | ICU | Cardiology | Neurosurgery | Oncology | Medical College",4.5,+91-651-2541000,"Bariatu, Ranchi, Jharkhand"
511,Sadar Hospital,Ranchi,500,60,Yes,"Emergency | ICU | General Medicine | Surgery | Pediatrics | Orthopedics",4.1,+91-651-2200123,"Kanke Road, Ranchi, Jharkhand"
512,Tata Main Hospital,Jamshedpur,350,50,Yes,"Emergency | ICU | Cardiology | Orthopedics | Nephrology | Neurosciences",4.6,+91-657-6652222,"Burma Mines, Jamshedpur, Jharkhand"
513,Tata Motors Hospital,Jamshedpur,200,30,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.3,+91-657-2424242,"Telco Colony, Jamshedpur, Jharkhand"
514,MGM Medical College & Hospital,Jamshedpur,600,75,Yes,"Emergency | ICU | General Medicine | Surgery | Pediatrics | Orthopedics",4.4,+91-657-2320000,"Dimna Road, Jamshedpur, Jharkhand"
515,Appolo Hospitals (Jamshedpur),Jamshedpur,150,25,Yes,"Emergency | ICU | Cardiology | Orthopedics | Nephrology | Neurosciences",4.5,+91-657-3044444,"Bistupur, Jamshedpur, Jharkhand"
516,Christian Hospital,Muzaffarpur,250,35,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.3,+91-621-2244000,"Ramna, Muzaffarpur, Bihar"
517,Shree Krishna Medical College & Hospital,Muzaffarpur,800,90,Yes,"Emergency | ICU | General Medicine | Surgery | Pediatrics | Orthopedics",4.2,+91-621-2256000,"Umanagar, Muzaffarpur, Bihar"
518,Narayan Hospital,Patna,180,27,Yes,"Emergency | ICU | Cardiology | Orthopedics | Nephrology | Neurosciences",4.4,+91-612-2211222,"Boring Road, Patna, Bihar"
519,Ruban Memorial Hospital,Patna,200,30,Yes,"Emergency | ICU | Cardiology | Orthopedics | Gynecology | Pediatrics",4.3,+91-612-2283781,"Patliputra Colony, Patna, Bihar"
520,Kurji Holy Family Hospital,Patna,350,50,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.5,+91-612-2290111,"Kurji, Patna, Bihar"
521,Indira Gandhi Institute of Medical Sciences (IGIMS),Patna,750,85,Yes,"Emergency | ICU | Cardiology | Neurosurgery | Oncology | Medical College",4.6,+91-612-2292222,"Sheikhpura, Patna, Bihar"
522,AIIMS Patna,Patna,500,60,Yes,"Emergency | ICU | General Medicine | Surgery | Pediatrics | Orthopedics",4.5,+91-612-2451111,"Phulwarisharif, Patna, Bihar"
523,Medanta Hospital (Patna),Patna,250,40,Yes,"Emergency | ICU | Cardiology | Neurosciences | Oncology | Orthopedics",4.6,+91-612-3011111,"Bailey Road, Patna, Bihar"
524,Shree Hospital,Gaya,120,18,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.2,+91-631-2222222,"Kotwali Road, Gaya, Bihar"
525,Anugrah Narayan Magadh Medical College & Hospital,Gaya,600,70,Yes,"Emergency | ICU | General Medicine | Surgery | Pediatrics | Orthopedics",4.1,+91-631-2220000,"Gaya, Bihar"
526,Mata Gujri Memorial Medical College & Hospital,Kishanganj,300,40,Yes,"Emergency | ICU | General Medicine | Surgery | Pediatrics | Orthopedics",4.0,+91-6456-220000,"Kishanganj, Bihar"
527,Jawaharlal Nehru Medical College & Hospital,Bhagalpur,700,80,Yes,"Emergency | ICU | General Medicine | Surgery | Pediatrics | Orthopedics",4.2,+91-641-2421000,"Bhagalpur, Bihar"
528,Shree Narayan Hospital,Darbhanga,150,22,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.1,+91-6272-245555,"Laheriasarai, Darbhanga, Bihar"
529,Darbhanga Medical College & Hospital,Darbhanga,800,90,Yes,"Emergency | ICU | General Medicine | Surgery | Pediatrics | Orthopedics",4.2,+91-6272-242222,"Darbhanga, Bihar"
530,Gupta Hospital,Siwan,100,15,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",4.0,+91-6154-220000,"Siwan, Bihar"
531,Saran Hospital,Chhapra,120,18,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.1,+91-6152-240000,"Chhapra, Bihar"
532,Purnia Hospital,Purnia,150,20,Yes,"Emergency | ICU | General Medicine | Surgery | Pediatrics | Orthopedics",4.0,+91-6454-220000,"Purnia, Bihar"
533,Araria Hospital,Araria,100,15,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",3.9,+91-6453-220000,"Araria, Bihar"
534,Madhubani Hospital,Madhubani,110,16,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",4.0,+91-6276-220000,"Madhubani, Bihar"
535,Sitamarhi Hospital,Sitamarhi,90,14,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",3.9,+91-6226-220000,"Sitamarhi, Bihar"
536,Supaul Hospital,Supaul,80,12,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",3.8,+91-6473-220000,"Supaul, Bihar"
537,Saharsa Hospital,Saharsa,120,18,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.0,+91-6478-220000,"Saharsa, Bihar"
538,Katihar Hospital,Katihar,130,20,Yes,"Emergency | ICU | General Medicine | Surgery | Pediatrics | Orthopedics",4.1,+91-6452-220000,"Katihar, Bihar"
539,Begusarai Hospital,Begusarai,140,21,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.0,+91-6243-220000,"Begusarai, Bihar"
540,Munger Hospital,Munger,110,16,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",4.1,+91-6344-220000,"Munger, Bihar"
541,Jehanabad Hospital,Jehanabad,85,13,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",3.9,+91-6114-220000,"Jehanabad, Bihar"
542,Nawada Hospital,Nawada,95,14,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",4.0,+91-6324-220000,"Nawada, Bihar"
543,Jamui Hospital,Jamui,75,11,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",3.8,+91-6345-220000,"Jamui, Bihar"
544,Lakhisarai Hospital,Lakhisarai,80,12,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",3.9,+91-6346-220000,"Lakhisarai, Bihar"
545,Sheikhpura Hospital,Sheikhpura,70,10,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",3.8,+91-6347-220000,"Sheikhpura, Bihar"
546,Aurangabad Hospital (Bihar),Aurangabad,120,18,Yes,"Emergency | ICU | General Medicine | Surgery | Pediatrics | Orthopedics",4.0,+91-6186-220000,"Aurangabad, Bihar"
547,Rohtas Hospital,Rohtas,90,14,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",3.9,+91-6184-220000,"Rohtas, Bihar"
548,Buxar Hospital,Buxar,100,15,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",4.0,+91-6183-220000,"Buxar, Bihar"
549,Kaimur Hospital,Kaimur,85,13,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",3.9,+91-6189-220000,"Kaimur, Bihar"
550,Banka Hospital,Banka,95,14,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",4.0,+91-6424-220000,"Banka, Bihar"
551,Indira Gandhi Institute of Medical Sciences (IGIMS),Shillong,400,50,Yes,"Emergency | ICU | Cardiology | Neurosurgery | Oncology | Medical College",4.4,+91-364-2590000,"Mawdiangdiang, Shillong, Meghalaya"
552,North Eastern Indira Gandhi Regional Institute of Health and Medical Sciences (NEIGRIHMS),Shillong,500,60,Yes,"Emergency | ICU | Cardiology | Neurosurgery | Oncology | Research Center",4.5,+91-364-2538000,"Mawdiangdiang, Shillong, Meghalaya"
553,Woodland Hospital,Shillong,150,22,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.3,+91-364-2225555,"Police Bazar, Shillong, Meghalaya"
554,Nazareth Hospital,Shillong,120,18,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",4.2,+91-364-2222000,"Laitumkhrah, Shillong, Meghalaya"
555,Gauhati Medical College & Hospital (GMCH),Guwahati,1200,100,Yes,"Emergency | ICU | General Medicine | Surgery | Pediatrics | Orthopedics",4.4,+91-361-2529440,"Bhangagarh, Guwahati, Assam"
556,Mahendra Mohan Choudhury Hospital (MMCH),Guwahati,800,80,Yes,"Emergency | ICU | General Medicine | Surgery | Pediatrics | Orthopedics",4.3,+91-361-2660001,"Pan Bazar, Guwahati, Assam"
557,GNRC Hospitals,Guwahati,300,45,Yes,"Emergency | ICU | Cardiology | Neurosciences | Oncology | Orthopedics",4.5,+91-361-7107107,"Six Mile, Guwahati, Assam"
558,Down Town Hospital,Guwahati,350,50,Yes,"Emergency | ICU | Cardiology | Neurosciences | Oncology | Orthopedics",4.6,+91-361-2331001,"G S Road, Guwahati, Assam"
559,Health City Hospital,Guwahati,200,30,Yes,"Emergency | ICU | Cardiology | Orthopedics | Nephrology | Neurosciences",4.4,+91-361-2460101,"Beltola, Guwahati, Assam"
560,Ayursundra Superspecialty Hospital,Guwahati,150,25,Yes,"Emergency | ICU | Cardiology | Orthopedics | Nephrology | Neurosciences",4.3,+91-361-2460202,"Bhangagarh, Guwahati, Assam"
561,Swagat Hospital,Guwahati,100,15,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.2,+91-361-2460303,"Ulubari, Guwahati, Assam"
562,International Hospital,Guwahati,180,27,Yes,"Emergency | ICU | Cardiology | Orthopedics | Nephrology | Neurosciences",4.3,+91-361-2460404,"Bhangagarh, Guwahati, Assam"
563,Sankaradeva Nethralaya,Guwahati,120,18,Yes,"Ophthalmology | Eye Surgery | Emergency | ICU | Retina | Cornea",4.6,+91-361-2470000,"Bhangagarh, Guwahati, Assam"
564,Assam Medical College & Hospital,Dibrugarh,1000,90,Yes,"Emergency | ICU | General Medicine | Surgery | Pediatrics | Orthopedics",4.3,+91-373-2301000,"Dibrugarh, Assam"
565,Dibrugarh Hospital,Dibrugarh,150,22,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.2,+91-373-2302000,"Dibrugarh, Assam"
566,Silchar Medical College & Hospital,Silchar,900,85,Yes,"Emergency | ICU | General Medicine | Surgery | Pediatrics | Orthopedics",4.3,+91-3842-224000,"Silchar, Assam"
567,Silchar Hospital,Silchar,120,18,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.2,+91-3842-225000,"Silchar, Assam"
568,Jorhat Medical College & Hospital,Jorhat,800,75,Yes,"Emergency | ICU | General Medicine | Surgery | Pediatrics | Orthopedics",4.3,+91-376-2320000,"Jorhat, Assam"
569,Jorhat Hospital,Jorhat,110,16,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.2,+91-376-2321000,"Jorhat, Assam"
570,Tezpur Medical College & Hospital,Tezpur,700,65,Yes,"Emergency | ICU | General Medicine | Surgery | Pediatrics | Orthopedics",4.2,+91-3712-220000,"Tezpur, Assam"
571,Tezpur Hospital,Tezpur,100,15,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.1,+91-3712-221000,"Tezpur, Assam"
572,Barpeta Medical College & Hospital,Barpeta,600,55,Yes,"Emergency | ICU | General Medicine | Surgery | Pediatrics | Orthopedics",4.1,+91-3665-220000,"Barpeta, Assam"
573,Barpeta Hospital,Barpeta,90,14,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.0,+91-3665-221000,"Barpeta, Assam"
574,Goalpara Hospital,Goalpara,80,12,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",4.0,+91-3663-220000,"Goalpara, Assam"
575,Kokrajhar Hospital,Kokrajhar,85,13,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.0,+91-3661-220000,"Kokrajhar, Assam"
576,Bongaigaon Hospital,Bongaigaon,95,14,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",4.1,+91-3664-220000,"Bongaigaon, Assam"
577,Dhubri Hospital,Dhubri,75,11,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",3.9,+91-3662-220000,"Dhubri, Assam"
578,Haflong Hospital,Haflong,60,9,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",3.8,+91-3674-220000,"Haflong, Assam"
579,Diphu Hospital,Diphu,70,10,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",3.9,+91-3671-220000,"Diphu, Assam"
580,Karimganj Hospital,Karimganj,85,13,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",4.0,+91-3843-220000,"Karimganj, Assam"
581,Hailakandi Hospital,Hailakandi,80,12,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",3.9,+91-3844-220000,"Hailakandi, Assam"
582,Imphal Hospital,Imphal,200,30,Yes,"Emergency | ICU | Cardiology | Orthopedics | Nephrology | Neurosciences",4.2,+91-385-2444444,"Imphal, Manipur"
583,Shija Hospitals & Research Institute,Imphal,250,40,Yes,"Emergency | ICU | Cardiology | Neurosciences | Oncology | Orthopedics",4.5,+91-385-2451181,"Langol, Imphal, Manipur"
584,Regional Institute of Medical Sciences (RIMS),Imphal,700,80,Yes,"Emergency | ICU | General Medicine | Surgery | Pediatrics | Orthopedics",4.4,+91-385-2411111,"Lamphelpat, Imphal, Manipur"
585,Jawaharlal Nehru Institute of Medical Sciences (JNIMS),Imphal,500,60,Yes,"Emergency | ICU | General Medicine | Surgery | Pediatrics | Orthopedics",4.3,+91-385-2440000,"Porompat, Imphal, Manipur"
586,Christian Institute of Health Sciences & Research,Imphal,150,22,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.2,+91-385-2411000,"Imphal, Manipur"
587,Imphal East Hospital,Imphal,100,15,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",4.1,+91-385-2450000,"Imphal East, Manipur"
588,Imphal West Hospital,Imphal,110,16,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.1,+91-385-2460000,"Imphal West, Manipur"
589,Churachandpur Hospital,Churachandpur,80,12,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",4.0,+91-3874-220000,"Churachandpur, Manipur"
590,Thoubal Hospital,Thoubal,85,13,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.0,+91-3854-220000,"Thoubal, Manipur"
591,Bishnupur Hospital,Bishnupur,75,11,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",3.9,+91-3856-220000,"Bishnupur, Manipur"
592,Senapati Hospital,Senapati,65,10,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",3.8,+91-3871-220000,"Senapati, Manipur"
593,Tamenglong Hospital,Tamenglong,60,9,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",3.8,+91-3873-220000,"Tamenglong, Manipur"
594,Ukhrul Hospital,Ukhrul,70,10,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",3.9,+91-3872-220000,"Ukhrul, Manipur"
595,Chandel Hospital,Chandel,65,9,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",3.8,+91-3875-220000,"Chandel, Manipur"
596,Aizawl Hospital,Aizawl,200,30,Yes,"Emergency | ICU | Cardiology | Orthopedics | Nephrology | Neurosciences",4.2,+91-389-2322222,"Aizawl, Mizoram"
597,Civil Hospital,Aizawl,300,40,Yes,"Emergency | ICU | General Medicine | Surgery | Pediatrics | Orthopedics",4.1,+91-389-2300000,"Aizawl, Mizoram"
598,Zoram Medical College (ZMC),Aizawl,400,45,Yes,"Emergency | ICU | General Medicine | Surgery | Pediatrics | Orthopedics",4.3,+91-389-2350000,"Falkawn, Aizawl, Mizoram"
599,Bethlehem Hospital,Aizawl,100,15,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.2,+91-389-2340000,"Aizawl, Mizoram"
600,Durtlang Hospital,Aizawl,80,12,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",4.1,+91-389-2360000,"Durtlang, Aizawl, Mizoram"
601,Lunglei Hospital,Lunglei,90,14,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.0,+91-372-220000,"Lunglei, Mizoram"
602,Saiha Hospital,Saiha,70,10,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",3.9,+91-373-220000,"Saiha, Mizoram"
603,Champhai Hospital,Champhai,75,11,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",3.9,+91-374-220000,"Champhai, Mizoram"
604,Kolasib Hospital,Kolasib,65,10,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",3.8,+91-375-220000,"Kolasib, Mizoram"
605,Serchhip Hospital,Serchhip,70,10,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",3.9,+91-376-220000,"Serchhip, Mizoram"
606,Lawngtlai Hospital,Lawngtlai,60,9,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",3.8,+91-377-220000,"Lawngtlai, Mizoram"
607,Mamit Hospital,Mamit,65,10,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",3.8,+91-378-220000,"Mamit, Mizoram"
608,Siaha Hospital,Siaha,55,8,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",3.7,+91-379-220000,"Siaha, Mizoram"
609,Agartala Government Medical College (AGMC),Agartala,600,70,Yes,"Emergency | ICU | General Medicine | Surgery | Pediatrics | Orthopedics",4.3,+91-381-2350000,"Agartala, Tripura"
610,Tripura Medical College & Hospital,Agartala,500,60,Yes,"Emergency | ICU | General Medicine | Surgery | Pediatrics | Orthopedics",4.2,+91-381-2340000,"Hapania, Agartala, Tripura"
611,Agartala Hospital,Agartala,150,22,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.1,+91-381-2322222,"Agartala, Tripura"
612,GB Pant Hospital,Agartala,200,30,Yes,"Emergency | ICU | Cardiology | Orthopedics | Nephrology | Neurosciences",4.2,+91-381-2333333,"Agartala, Tripura"
613,Udaipur Hospital,Udaipur,100,15,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",4.0,+91-382-220000,"Udaipur, Tripura"
614,Dharmanagar Hospital,Dharmanagar,85,13,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.0,+91-3822-220000,"Dharmanagar, Tripura"
615,Kailashahar Hospital,Kailashahar,75,11,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",3.9,+91-3823-220000,"Kailashahar, Tripura"
616,Ambassa Hospital,Ambassa,65,10,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",3.8,+91-3824-220000,"Ambassa, Tripura"
617,Teliamura Hospital,Teliamura,70,10,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",3.9,+91-3825-220000,"Teliamura, Tripura"
618,Santir Bazar Hospital,Santir Bazar,60,9,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",3.8,+91-3826-220000,"Santir Bazar, Tripura"
619,Sabroom Hospital,Sabroom,55,8,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",3.7,+91-3827-220000,"Sabroom, Tripura"
620,Belonia Hospital,Belonia,65,10,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",3.8,+91-3828-220000,"Belonia, Tripura"
621,Ganganagar Hospital,Ganganagar,120,18,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Orthopedics",4.1,+91-154-220000,"Ganganagar, Rajasthan"
622,Hanumangarh Hospital,Hanumangarh,100,15,Yes,"Emergency | ICU | General Medicine | Pediatrics | Gynecology | Surgery",4.0,+91-155-220000,"Hanumangarh, Rajasthan"
623,Bikaner Hospital,Bikaner,250,35,Yes,"Emergency | ICU | Cardiology | Orthopedics | Nephrology | Neurosciences",4.2,+91-151-220000,"Bikaner, Rajasthan"
